age,year,Dx,sex,country,Nx,Mx
80,2000,4,f,Argentina,70888,5.642703983749013
81,2000,4,f,Argentina,64281.00000000001,6.222678551982701
82,2000,3,f,Argentina,57822,5.188336619279859
83,2000,3,f,Argentina,51800,5.7915057915057915
84,2000,3,f,Argentina,45938,6.530541164177805
85,2000,3,f,Argentina,40007,7.498687729647312
86,2000,3,f,Argentina,34255,8.757845569989783
87,2000,2,f,Argentina,28765,6.952894142186685
88,2000,1,f,Argentina,23521,4.251519918370818
89,2000,0,f,Argentina,18802,0
90,2000,0,f,Argentina,14792,0
0,2001,0,f,Argentina,343522,0
1,2001,0,f,Argentina,344689,0
2,2001,0,f,Argentina,343429,0
3,2001,0,f,Argentina,341664,0
4,2001,0,f,Argentina,343248,0
5,2001,0,f,Argentina,346964,0
6,2001,0,f,Argentina,350270,0
7,2001,0,f,Argentina,350589,0
8,2001,0,f,Argentina,348121,0
9,2001,0,f,Argentina,345476,0
10,2001,0,f,Argentina,343087,0
11,2001,1,f,Argentina,338716,0.29523258422985627
12,2001,3,f,Argentina,334580,0.89664654193317
13,2001,6,f,Argentina,330914,1.8131599146606068
14,2001,10,f,Argentina,327014,3.0579730531414557
15,2001,14,f,Argentina,324262,4.317496345547736
16,2001,17,f,Argentina,323255,5.259006047856955
17,2001,18,f,Argentina,323124,5.570616852972853
18,2001,17,f,Argentina,323161,5.260535770096021
19,2001,16,f,Argentina,323812,4.941138685410053
20,2001,14,f,Argentina,323603,4.3262886932445
21,2001,12,f,Argentina,322555,3.7202957635131995
22,2001,11,f,Argentina,319964,3.4378867622607543
23,2001,10,f,Argentina,315882,3.16573910510887
24,2001,9,f,Argentina,309255,2.91021972158898
25,2001,8,f,Argentina,300493,2.6622916340813263
26,2001,8,f,Argentina,292212,2.7377383543454754
27,2001,7,f,Argentina,283753,2.466934270298464
28,2001,7,f,Argentina,275132,2.544233313464083
29,2001,7,f,Argentina,267866,2.613246921968447
30,2001,7,f,Argentina,260452.99999999997,2.687625022556853
31,2001,7,f,Argentina,253413,2.7622892274666255
32,2001,7,f,Argentina,247102,2.8328382611229372
33,2001,7,f,Argentina,240905,2.9057097195990123
34,2001,7,f,Argentina,235991,2.9662148132767774
35,2001,7,f,Argentina,233707,2.9952033957048783
36,2001,7,f,Argentina,234558,2.9843364967300197
37,2001,7,f,Argentina,235261,2.9754187901947198
38,2001,7,f,Argentina,233990,2.991580836787897
39,2001,8,f,Argentina,231505,3.455648906071143
40,2001,8,f,Argentina,229305,3.4888031224787945
41,2001,8,f,Argentina,227647,3.514212794370231
42,2001,8,f,Argentina,224073,3.5702650475514677
43,2001,9,f,Argentina,221472,4.06371911573472
44,2001,9,f,Argentina,220543,4.080836843608729
45,2001,9,f,Argentina,218124,4.12609341475491
46,2001,10,f,Argentina,215246,4.645847077297604
47,2001,10,f,Argentina,212705,4.701346935897135
48,2001,10,f,Argentina,209901,4.764150718672136
49,2001,10,f,Argentina,206544,4.841583391432334
50,2001,10,f,Argentina,202794,4.931112360326242
51,2001,10,f,Argentina,197916,5.052648598395279
52,2001,10,f,Argentina,194146,5.150762827974823
53,2001,9,f,Argentina,191030,4.711301889755536
54,2001,9,f,Argentina,185673,4.847231422985572
55,2001,9,f,Argentina,179500,5.013927576601671
56,2001,9,f,Argentina,173633,5.183346483675338
57,2001,8,f,Argentina,168055,4.760346315194431
58,2001,8,f,Argentina,162716,4.916541704565009
59,2001,8,f,Argentina,157601,5.076109923160386
60,2001,8,f,Argentina,152715,5.238516190289101
61,2001,7,f,Argentina,148101,4.726504209964821
62,2001,7,f,Argentina,143808,4.867601246105919
63,2001,7,f,Argentina,140041,4.998536142986697
64,2001,7,f,Argentina,136827,5.115949337484561
65,2001,7,f,Argentina,133875,5.228758169934641
66,2001,6,f,Argentina,130858,4.585122804872457
67,2001,6,f,Argentina,127752,4.696599661844824
68,2001,6,f,Argentina,125088,4.796623177283193
69,2001,6,f,Argentina,122934,4.880667675337986
70,2001,6,f,Argentina,121001,4.958636705481773
71,2001,6,f,Argentina,118891,5.046639358740359
72,2001,6,f,Argentina,116514,5.149595756733096
73,2001,6,f,Argentina,113259,5.297592244324954
74,2001,6,f,Argentina,108486,5.530667551573475
75,2001,5,f,Argentina,102785,4.864523033516564
76,2001,5,f,Argentina,97097,5.14948968557216
77,2001,5,f,Argentina,91454,5.467229426815667
78,2001,5,f,Argentina,85462,5.850553462357539
79,2001,4,f,Argentina,79324,5.04261005496445
80,2001,4,f,Argentina,73078,5.473603546895099
81,2001,4,f,Argentina,66629,6.0033919164327845
82,2001,3,f,Argentina,59953,5.003919737127417
83,2001,3,f,Argentina,53471,5.6105178507976285
84,2001,3,f,Argentina,47458,6.321378903451473
85,2001,3,f,Argentina,41667,7.199942400460796
86,2001,3,f,Argentina,35897,8.35724433796696
87,2001,2,f,Argentina,30378,6.583711896767397
88,2001,1,f,Argentina,25189,3.969986899043233
89,2001,0,f,Argentina,20320,0
90,2001,0,f,Argentina,16014,0
0,2002,0,f,Argentina,341688,0
1,2002,0,f,Argentina,342565,0
2,2002,0,f,Argentina,344283,0
3,2002,0,f,Argentina,343106,0
4,2002,0,f,Argentina,341407,0
5,2002,0,f,Argentina,343091,0
6,2002,0,f,Argentina,346821,0
7,2002,0,f,Argentina,350144,0
8,2002,0,f,Argentina,350478,0
9,2002,0,f,Argentina,348012,0
10,2002,1,f,Argentina,345348,0.2895629915331781
11,2002,1,f,Argentina,342935,0.29160044906469157
12,2002,3,f,Argentina,338530,0.8861843854311287
13,2002,6,f,Argentina,334371,1.7944139892514601
14,2002,11,f,Argentina,330671,3.3265693090715547
15,2002,15,f,Argentina,326728,4.590974755760143
16,2002,18,f,Argentina,323923,5.556876171188832
17,2002,19,f,Argentina,322858,5.884940128477535
18,2002,18,f,Argentina,322678,5.578316464091137
19,2002,16,f,Argentina,322678,4.958503523636566
20,2002,15,f,Argentina,323298,4.639682274557838
21,2002,13,f,Argentina,323063,4.023982938312342
22,2002,12,f,Argentina,322007,3.726627060902403
23,2002,11,f,Argentina,319409,3.4438603796386453
24,2002,10,f,Argentina,315329,3.171290937401888
25,2002,9,f,Argentina,308709,2.9153668989242294
26,2002,9,f,Argentina,299957,3.000430061642169
27,2002,8,f,Argentina,291690,2.7426377318385957
28,2002,8,f,Argentina,283241,2.8244498501276296
29,2002,8,f,Argentina,274632,2.912989018031402
30,2002,7,f,Argentina,267378,2.6180164411432503
31,2002,7,f,Argentina,259976,2.6925562359602426
32,2002,7,f,Argentina,252947,2.7673781464101177
33,2002,7,f,Argentina,246649,2.8380411029438597
34,2002,7,f,Argentina,240462,2.9110628706406834
35,2002,7,f,Argentina,235550,2.971768202080238
36,2002,7,f,Argentina,233258,3.000968884239769
37,2002,7,f,Argentina,234095,2.9902390055319423
38,2002,7,f,Argentina,234776,2.981565407026272
39,2002,8,f,Argentina,233486,3.426329630042058
40,2002,8,f,Argentina,230979,3.4635183285060545
41,2002,8,f,Argentina,228752,3.497237182625726
42,2002,9,f,Argentina,227066,3.9636052953766745
43,2002,9,f,Argentina,223465,4.027476338576511
44,2002,9,f,Argentina,220837,4.07540403102741
45,2002,10,f,Argentina,219877,4.547997289393615
46,2002,10,f,Argentina,217428,4.599223651047703
47,2002,10,f,Argentina,214516,4.66165693934252
48,2002,10,f,Argentina,211931,4.718516875775606
49,2002,10,f,Argentina,209077,4.782926864265319
50,2002,10,f,Argentina,205665,4.862276031410303
51,2002,10,f,Argentina,201856,4.954026632847178
52,2002,10,f,Argentina,196928,5.077998050048749
53,2002,10,f,Argentina,193106,5.1785029983532365
54,2002,9,f,Argentina,189941,4.738313476290005
55,2002,9,f,Argentina,184551,4.876700749386348
56,2002,9,f,Argentina,178353,5.046172478175304
57,2002,9,f,Argentina,172458,5.2186619350798455
58,2002,8,f,Argentina,166843,4.79492696726863
59,2002,8,f,Argentina,161457,4.954879627393052
60,2002,8,f,Argentina,156284,5.11888613037803
61,2002,8,f,Argentina,151328,5.2865299217593575
62,2002,7,f,Argentina,146642,4.773530093697576
63,2002,7,f,Argentina,142272,4.920152946468736
64,2002,7,f,Argentina,138425,5.056890012642225
65,2002,7,f,Argentina,135123,5.180465205775478
66,2002,6,f,Argentina,132071,4.543010956228089
67,2002,6,f,Argentina,128945,4.653146690449416
68,2002,6,f,Argentina,125715,4.772700155112755
69,2002,6,f,Argentina,122900,4.882017900732302
70,2002,6,f,Argentina,120567,4.976486103162557
71,2002,6,f,Argentina,118426,5.066455001435496
72,2002,6,f,Argentina,116097,5.168092198764826
73,2002,6,f,Argentina,113496,5.2865299217593575
74,2002,6,f,Argentina,110035,5.452810469396101
75,2002,6,f,Argentina,105100,5.708848715509039
76,2002,6,f,Argentina,99260,6.044731009470079
77,2002,5,f,Argentina,93423,5.3520011132162315
78,2002,5,f,Argentina,87617,5.7066551011789945
79,2002,5,f,Argentina,81468,6.137379093631855
80,2002,4,f,Argentina,75178,5.320705525552689
81,2002,4,f,Argentina,68803,5.813699984012325
82,2002,3,f,Argentina,62277,4.817187725805675
83,2002,3,f,Argentina,55598,5.395877549552142
84,2002,3,f,Argentina,49169,6.1014053570339035
85,2002,3,f,Argentina,43245,6.93721817551162
86,2002,2,f,Argentina,37593,5.320139387651956
87,2002,2,f,Argentina,32029.000000000004,6.244341065909019
88,2002,1,f,Argentina,26768,3.735803945008966
89,2002,0,f,Argentina,21889,0
90,2002,0,f,Argentina,17392,0
0,2003,0,f,Argentina,340420,0
1,2003,0,f,Argentina,340749,0
2,2003,0,f,Argentina,342149,0
3,2003,0,f,Argentina,343964,0
4,2003,0,f,Argentina,342861,0
5,2003,0,f,Argentina,341213,0
6,2003,0,f,Argentina,342933,0
7,2003,0,f,Argentina,346687,0
8,2003,0,f,Argentina,350024,0
9,2003,0,f,Argentina,350368,0
10,2003,1,f,Argentina,347905,0.28743478823241975
11,2003,1,f,Argentina,345237,0.2896560913227725
12,2003,3,f,Argentina,342808,0.8751254346456325
13,2003,7,f,Argentina,338372,2.0687290910595437
14,2003,11,f,Argentina,334168,3.291757439371813
15,2003,15,f,Argentina,330409,4.539827910256682
16,2003,18,f,Argentina,326396,5.514773465361095
17,2003,19,f,Argentina,323518,5.872934427141612
18,2003,19,f,Argentina,322385,5.893574452905687
19,2003,17,f,Argentina,322144,5.277143140955597
20,2003,15,f,Argentina,322098,4.6569677551552635
21,2003,14,f,Argentina,322683,4.338623354809519
22,2003,13,f,Argentina,322430,4.0318828893093075
23,2003,12,f,Argentina,321364,3.734083469212482
24,2003,11,f,Argentina,318766,3.4508071751692464
25,2003,10,f,Argentina,314693,3.177700171278039
26,2003,10,f,Argentina,308084,3.24586801002324
27,2003,10,f,Argentina,299349,3.3405823971351167
28,2003,9,f,Argentina,291096,3.0917635419243137
29,2003,9,f,Argentina,282663,3.184003566083994
30,2003,8,f,Argentina,274068,2.9189836099070305
31,2003,8,f,Argentina,266828,2.9981860974110663
32,2003,7,f,Argentina,259439.00000000003,2.6981294254140664
33,2003,7,f,Argentina,252425,2.773100921065663
34,2003,7,f,Argentina,246141,2.8438984159485825
35,2003,7,f,Argentina,239966,2.9170799196552846
36,2003,7,f,Argentina,235064,2.977912398325562
37,2003,7,f,Argentina,232776,3.0071828710863664
38,2003,7,f,Argentina,233607,2.996485550518606
39,2003,8,f,Argentina,234278,3.4147465831192
40,2003,8,f,Argentina,232973,3.4338743116155093
41,2003,8,f,Argentina,230450,3.4714688652636148
42,2003,9,f,Argentina,228203,3.9438570045091432
43,2003,9,f,Argentina,226493,3.973632739201653
44,2003,9,f,Argentina,222873,4.038174206835283
45,2003,10,f,Argentina,220221,4.540893012019744
46,2003,10,f,Argentina,219233,4.561357094962894
47,2003,10,f,Argentina,216751,4.613588864641916
48,2003,10,f,Argentina,213800,4.677268475210477
49,2003,10,f,Argentina,211167,4.7355884205391945
50,2003,10,f,Argentina,208254,4.801828536306625
51,2003,10,f,Argentina,204779,4.883313230360535
52,2003,10,f,Argentina,200909,4.9773778178180175
53,2003,10,f,Argentina,195929,5.1038896743208
54,2003,10,f,Argentina,192055,5.2068417901122075
55,2003,9,f,Argentina,188842,4.765888944196736
56,2003,9,f,Argentina,183421,4.906744593040055
57,2003,9,f,Argentina,177197,5.079092761164128
58,2003,9,f,Argentina,171271,5.25483006463441
59,2003,8,f,Argentina,165617,4.8304219977417775
60,2003,8,f,Argentina,160183,4.994287783347796
61,2003,8,f,Argentina,154952,5.16288915276989
62,2003,7,f,Argentina,149931,4.668814321254444
63,2003,7,f,Argentina,145173,4.8218332610058345
64,2003,7,f,Argentina,140726,4.974205193070222
65,2003,7,f,Argentina,136788,5.117407959762552
66,2003,6,f,Argentina,133381,4.4983918249225905
67,2003,6,f,Argentina,130208,4.608011796510199
68,2003,6,f,Argentina,126945,4.726456339359565
69,2003,6,f,Argentina,123560,4.855940433797345
70,2003,6,f,Argentina,120567,4.976486103162557
71,2003,6,f,Argentina,118030,5.0834533593154285
72,2003,6,f,Argentina,115669,5.187215243496529
73,2003,6,f,Argentina,113114,5.304383188641547
74,2003,6,f,Argentina,110287,5.440351083989953
75,2003,6,f,Argentina,106622,5.627356455515748
76,2003,6,f,Argentina,101510,5.910747709585262
77,2003,5,f,Argentina,95510,5.235053921055387
78,2003,5,f,Argentina,89499,5.586654599492732
79,2003,5,f,Argentina,83505,5.98766540925693
80,2003,4,f,Argentina,77178,5.182824120863459
81,2003,4,f,Argentina,70737,5.654749282553685
82,2003,3,f,Argentina,64253,4.669042690613668
83,2003,3,f,Argentina,57687,5.2004784440168494
84,2003,3,f,Argentina,51054,5.876131155247385
85,2003,3,f,Argentina,44731,6.7067581766560105
86,2003,2,f,Argentina,38942,5.135843048636434
87,2003,2,f,Argentina,33469,5.975678986524844
88,2003,1,f,Argentina,28154,3.5518931590537757
89,2003,0,f,Argentina,23195,0
90,2003,0,f,Argentina,18673,0
0,2004,0,f,Argentina,340195,0
1,2004,0,f,Argentina,339507,0
2,2004,0,f,Argentina,340346,0
3,2004,0,f,Argentina,341840,0
4,2004,0,f,Argentina,343724,0
5,2004,0,f,Argentina,342671,0
6,2004,0,f,Argentina,341059,0
7,2004,0,f,Argentina,342802,0
8,2004,0,f,Argentina,346570,0
9,2004,0,f,Argentina,349918,0
10,2004,1,f,Argentina,350265,0.2854981228498423
11,2004,2,f,Argentina,347797,0.5750480883963921
12,2004,4,f,Argentina,345113,1.1590406620440261
13,2004,7,f,Argentina,342652,2.042888995248824
14,2004,12,f,Argentina,338173,3.5484796243342904
15,2004,16,f,Argentina,333909,4.791724691457852
16,2004,19,f,Argentina,330082,5.756145442647584
17,2004,20,f,Argentina,325998,6.135006963232903
18,2004,19,f,Argentina,323054,5.8813696781343054
19,2004,17,f,Argentina,321863,5.281750309914467
20,2004,16,f,Argentina,321577,4.975480211582296
21,2004,14,f,Argentina,321499,4.354601414001288
22,2004,13,f,Argentina,322065,4.03645226895192
23,2004,13,f,Argentina,321800,4.039776258545681
24,2004,12,f,Argentina,320733,3.7414297873932525
25,2004,12,f,Argentina,318139,3.771936166266946
26,2004,11,f,Argentina,314075,3.502348165247154
27,2004,11,f,Argentina,307479,3.5774800880710553
28,2004,10,f,Argentina,298757,3.347201906566206
29,2004,10,f,Argentina,290520,3.4421038138510256
30,2004,9,f,Argentina,282103,3.1903241014806647
31,2004,8,f,Argentina,273524,2.924789049589798
32,2004,8,f,Argentina,266298,3.004153241856867
33,2004,7,f,Argentina,258925,2.703485565318142
34,2004,7,f,Argentina,251925,2.7786047434752406
35,2004,7,f,Argentina,245653,2.8495479395733008
36,2004,7,f,Argentina,239488,2.9229021913415285
37,2004,7,f,Argentina,234591,2.983916689046042
38,2004,7,f,Argentina,232302,3.0133188694027604
39,2004,8,f,Argentina,233121,3.431694270357454
40,2004,8,f,Argentina,233775,3.4220938937012084
41,2004,8,f,Argentina,232452,3.4415707328824876
42,2004,9,f,Argentina,229908,3.9146093219896656
43,2004,9,f,Argentina,227639,3.9536283325792154
44,2004,9,f,Argentina,225904,3.983993200651604
45,2004,10,f,Argentina,222261,4.499214887002218
46,2004,10,f,Argentina,219581,4.5541280894066425
47,2004,10,f,Argentina,218554,4.575528244735855
48,2004,10,f,Argentina,216031,4.62896528738931
49,2004,10,f,Argentina,213032,4.694130459273724
50,2004,10,f,Argentina,210341,4.754184871232903
51,2004,10,f,Argentina,207367,4.822368072065468
52,2004,10,f,Argentina,203831,4.906025089412307
53,2004,10,f,Argentina,199905,5.002376128661114
54,2004,10,f,Argentina,194878,5.131415552294256
55,2004,10,f,Argentina,190958,5.236753631688644
56,2004,9,f,Argentina,187697,4.794962093160786
57,2004,9,f,Argentina,182241,4.938515482246037
58,2004,9,f,Argentina,175984,5.114101281934722
59,2004,8,f,Argentina,170019,4.705356460160335
60,2004,8,f,Argentina,164317,4.86863805936087
61,2004,8,f,Argentina,158829,5.036863545070484
62,2004,8,f,Argentina,153538,5.2104365043181495
63,2004,7,f,Argentina,148451,4.715360624044298
64,2004,7,f,Argentina,143621,4.873939047910821
65,2004,6,f,Argentina,139090,4.313753684664606
66,2004,6,f,Argentina,135058,4.442535799434317
67,2004,6,f,Argentina,131533,4.561592908243559
68,2004,6,f,Argentina,128222.00000000001,4.679384193040195
69,2004,5,f,Argentina,124805,4.006249749609391
70,2004,5,f,Argentina,121251,4.1236773304962435
71,2004,5,f,Argentina,118068,4.234847714876173
72,2004,5,f,Argentina,115320,4.335761359694763
73,2004,6,f,Argentina,112736,5.322168606301448
74,2004,6,f,Argentina,109956,5.456728145803776
75,2004,6,f,Argentina,106907,5.612354663399029
76,2004,6,f,Argentina,103021,5.824055289698217
77,2004,5,f,Argentina,97715,5.116921659929386
78,2004,5,f,Argentina,91532,5.4625704671590265
79,2004,4,f,Argentina,85323,4.688067695697526
80,2004,4,f,Argentina,79120,5.055611729019211
81,2004,3,f,Argentina,72615,4.131377814501136
82,2004,3,f,Argentina,66038,4.542838971501257
83,2004,3,f,Argentina,59481,5.043627376809401
84,2004,3,f,Argentina,52922,5.668720003023317
85,2004,2,f,Argentina,46386,4.311645755184754
86,2004,2,f,Argentina,40214,4.973392350922564
87,2004,2,f,Argentina,34600,5.780346820809249
88,2004,1,f,Argentina,29348,3.4073872154831677
89,2004,0,f,Argentina,24325,0
90,2004,0,f,Argentina,19722,0
0,2005,0,f,Argentina,342556,0
1,2005,0,f,Argentina,339309,0
2,2005,0,f,Argentina,339123,0
3,2005,0,f,Argentina,340048,0
4,2005,0,f,Argentina,341606,0
5,2005,0,f,Argentina,343536,0
6,2005,0,f,Argentina,342517,0
7,2005,0,f,Argentina,340928,0
8,2005,0,f,Argentina,342687,0
9,2005,0,f,Argentina,346466,0
10,2005,1,f,Argentina,349816,0.28586456880188443
11,2005,2,f,Argentina,350158,0.5711707286424985
12,2005,4,f,Argentina,347674,1.1505030574618753
13,2005,7,f,Argentina,344961,2.0292148967564447
14,2005,12,f,Argentina,342454,3.5041202614073717
15,2005,16,f,Argentina,337916,4.734904532487364
16,2005,19,f,Argentina,333584,5.695716820950645
17,2005,20,f,Argentina,329687,6.066359911067163
18,2005,19,f,Argentina,325538,5.836492206746985
19,2005,18,f,Argentina,322538,5.580737773533661
20,2005,16,f,Argentina,321305,4.979692192776334
21,2005,15,f,Argentina,320988,4.6730718905379645
22,2005,14,f,Argentina,320892,4.362838587437518
23,2005,13,f,Argentina,321447,4.044212576256739
24,2005,13,f,Argentina,321180,4.047574568777632
25,2005,12,f,Argentina,320116,3.7486411175948717
26,2005,12,f,Argentina,317530,3.779170472081378
27,2005,12,f,Argentina,313476,3.8280442521915554
28,2005,11,f,Argentina,306895,3.5842877857247593
29,2005,10,f,Argentina,298190,3.3535665179918843
30,2005,10,f,Argentina,289971,3.4486207241413798
31,2005,9,f,Argentina,281573,3.196329193495115
32,2005,8,f,Argentina,273012,2.9302741271445942
33,2005,8,f,Argentina,265801,3.0097704673797314
34,2005,7,f,Argentina,258442,2.708538085914828
35,2005,7,f,Argentina,251452,2.7838315066096113
36,2005,7,f,Argentina,245185,2.854987050594449
37,2005,7,f,Argentina,239024,2.9285762099203425
38,2005,7,f,Argentina,234126,2.9898430759505565
39,2005,8,f,Argentina,231828,3.450834239177321
40,2005,8,f,Argentina,232632,3.4389078028818045
41,2005,8,f,Argentina,233268,3.4295316974467136
42,2005,9,f,Argentina,231924,3.8805815698245976
43,2005,9,f,Argentina,229361,3.9239452217247046
44,2005,9,f,Argentina,227069,3.963552928845417
45,2005,9,f,Argentina,225306,3.9945673883518413
46,2005,10,f,Argentina,221636,4.511902398527315
47,2005,10,f,Argentina,218922,4.567836946492358
48,2005,10,f,Argentina,217849,4.590335507622252
49,2005,10,f,Argentina,215278,4.645156495322327
50,2005,10,f,Argentina,212227,4.711935804586599
51,2005,10,f,Argentina,209479,4.773748203877238
52,2005,10,f,Argentina,206448,4.843834767108424
53,2005,10,f,Argentina,202861,4.929483735168416
54,2005,10,f,Argentina,198888,5.027955432203049
55,2005,10,f,Argentina,193822,5.1593730329890315
56,2005,9,f,Argentina,189857,4.740409887441601
57,2005,9,f,Argentina,186546,4.824547296645331
58,2005,9,f,Argentina,181046,4.971112313997548
59,2005,9,f,Argentina,174743,5.150420903841642
60,2005,8,f,Argentina,168722,4.7415274830786736
61,2005,8,f,Argentina,162960,4.909180166912126
62,2005,8,f,Argentina,157406,5.082398383797314
63,2005,7,f,Argentina,152048,4.603809323371567
64,2005,7,f,Argentina,146893,4.765373435085403
65,2005,6,f,Argentina,141990,4.225649693640397
66,2005,6,f,Argentina,137381,4.367416163807222
67,2005,6,f,Argentina,133251,4.502780466938335
68,2005,6,f,Argentina,129608,4.62934386766249
69,2005,5,f,Argentina,126157,3.96331555125756
70,2005,5,f,Argentina,122584,4.078835737127195
71,2005,5,f,Argentina,118860,4.2066296483257615
72,2005,5,f,Argentina,115487,4.329491631092677
73,2005,5,f,Argentina,112531,4.443220090463961
74,2005,5,f,Argentina,109725,4.55684666210982
75,2005,5,f,Argentina,106722,4.685069620134556
76,2005,5,f,Argentina,103428,4.8342808523804
77,2005,5,f,Argentina,99297,5.035398853943221
78,2005,5,f,Argentina,93770,5.332195798229711
79,2005,4,f,Argentina,87385,4.577444641528866
80,2005,4,f,Argentina,80969,4.94016228433104
81,2005,3,f,Argentina,74573,4.022903731913695
82,2005,3,f,Argentina,67925,4.416635995583364
83,2005,3,f,Argentina,61269,4.896440287910689
84,2005,2,f,Argentina,54701,3.656240288111735
85,2005,2,f,Argentina,48211,4.148430856028707
86,2005,2,f,Argentina,41819,4.782515124704082
87,2005,2,f,Argentina,35837,5.5808242877473
88,2005,1,f,Argentina,30435,3.285690816494168
89,2005,0,f,Argentina,25442,0
90,2005,0,f,Argentina,20758,0
0,2006,0,f,Argentina,344471,0
1,2006,0,f,Argentina,341698,0
2,2006,0,f,Argentina,338945,0
3,2006,0,f,Argentina,338834,0
4,2006,0,f,Argentina,339816,0
5,2006,0,f,Argentina,341416,0
6,2006,0,f,Argentina,343377,0
7,2006,0,f,Argentina,342382,0
8,2006,0,f,Argentina,340810,0
9,2006,0,f,Argentina,342579,0
10,2006,1,f,Argentina,346361,0.2887161083378325
11,2006,2,f,Argentina,349707,0.5719073395728425
12,2006,4,f,Argentina,350034,1.1427461332327717
13,2006,8,f,Argentina,347521,2.302019158554447
14,2006,12,f,Argentina,344762,3.4806620219165687
15,2006,17,f,Argentina,342200,4.967855055523086
16,2006,20,f,Argentina,337594,5.924275905377465
17,2006,21,f,Argentina,333193,6.302653417088594
18,2006,20,f,Argentina,329232,6.074743645818146
19,2006,18,f,Argentina,325031,5.537933304823232
20,2006,17,f,Argentina,321992,5.2796342766279905
21,2006,15,f,Argentina,320731,4.676816397541866
22,2006,14,f,Argentina,320398,4.369565353092092
23,2006,14,f,Argentina,320292,4.371011452050005
24,2006,13,f,Argentina,320846,4.051788085249622
25,2006,13,f,Argentina,320582,4.055124741875714
26,2006,13,f,Argentina,319522,4.0685774375473365
27,2006,12,f,Argentina,316947,3.786121969919261
28,2006,12,f,Argentina,312905,3.8350298013774147
29,2006,11,f,Argentina,306340,3.5907814846249266
30,2006,10,f,Argentina,297655,3.359594161025348
31,2006,10,f,Argentina,289455,3.454768444145031
32,2006,9,f,Argentina,281073,3.202015134858204
33,2006,8,f,Argentina,272527,2.935488960726827
34,2006,8,f,Argentina,265327,3.0151473464818883
35,2006,7,f,Argentina,257973,2.7134622615545037
36,2006,7,f,Argentina,250987,2.7889890711471113
37,2006,7,f,Argentina,244721,2.8604002108523585
38,2006,7,f,Argentina,238559,2.9342846004552334
39,2006,8,f,Argentina,233657,3.4238220982037775
40,2006,8,f,Argentina,231351,3.457949176791974
41,2006,8,f,Argentina,232139,3.446211106276843
42,2006,8,f,Argentina,232755,3.4370905028893044
43,2006,9,f,Argentina,231391,3.8895203357088217
44,2006,9,f,Argentina,228803,3.9335148577597323
45,2006,9,f,Argentina,226480,3.973860826563052
46,2006,9,f,Argentina,224679,4.005714819809595
47,2006,10,f,Argentina,220972,4.525460239306337
48,2006,10,f,Argentina,218214,4.582657391368106
49,2006,10,f,Argentina,217089,4.606405667721534
50,2006,10,f,Argentina,214466,4.662743744929267
51,2006,10,f,Argentina,211365,4.731152272135879
52,2006,10,f,Argentina,208566,4.794645340084194
53,2006,10,f,Argentina,205486,4.866511587164089
54,2006,10,f,Argentina,201851,4.954149347786238
55,2006,9,f,Argentina,197831,4.549337565902209
56,2006,9,f,Argentina,192721,4.669963314843738
57,2006,9,f,Argentina,188701,4.769450082405498
58,2006,9,f,Argentina,185322,4.856412082753262
59,2006,8,f,Argentina,179760,4.4503782821539835
60,2006,8,f,Argentina,173396,4.613716579390528
61,2006,8,f,Argentina,167310,4.781543243081704
62,2006,7,f,Argentina,161480,4.334902155065643
63,2006,7,f,Argentina,155859,4.491238876163712
64,2006,7,f,Argentina,150435,4.653172466513777
65,2006,6,f,Argentina,145214,4.131833018854931
66,2006,6,f,Argentina,140241,4.278349412796543
67,2006,6,f,Argentina,135550,4.426410918480266
68,2006,5,f,Argentina,131321,3.807464152725002
69,2006,5,f,Argentina,127556,3.9198469691743236
70,2006,5,f,Argentina,123963,4.033461597412131
71,2006,5,f,Argentina,120228,4.158765013141697
72,2006,5,f,Argentina,116331,4.298080477258856
73,2006,5,f,Argentina,112761,4.434157199741045
74,2006,5,f,Argentina,109581,4.562834798003303
75,2006,5,f,Argentina,106535,4.693293283897311
76,2006,5,f,Argentina,103266,4.841864698932853
77,2006,5,f,Argentina,99689,5.015598511370362
78,2006,4,f,Argentina,95280,4.198152812762385
79,2006,4,f,Argentina,89517,4.46842499190098
80,2006,3,f,Argentina,82940,3.617072582589824
81,2006,3,f,Argentina,76356,3.928964325003929
82,2006,3,f,Argentina,69828,4.296270836913559
83,2006,2,f,Argentina,63118,3.1686682087518614
84,2006,2,f,Argentina,56462,3.5422053770677624
85,2006,2,f,Argentina,49958,4.003362824772809
86,2006,2,f,Argentina,43593,4.587892551556442
87,2006,2,f,Argentina,37394,5.348451623255068
88,2006,1,f,Argentina,31642,3.16035648821187
89,2006,0,f,Argentina,26497,0
90,2006,0,f,Argentina,21816,0
0,2007,0,f,Argentina,344488,0
1,2007,0,f,Argentina,343637,0
2,2007,0,f,Argentina,341344,0
3,2007,0,f,Argentina,338667,0
4,2007,0,f,Argentina,338611,0
5,2007,0,f,Argentina,339635,0
6,2007,0,f,Argentina,341265,0
7,2007,0,f,Argentina,343247,0
8,2007,0,f,Argentina,342267,0
9,2007,0,f,Argentina,340704,0
10,2007,1,f,Argentina,342474,0.2919929688093111
11,2007,2,f,Argentina,346249,0.5776189967335645
12,2007,4,f,Argentina,349578,1.1442367654715113
13,2007,8,f,Argentina,349876,2.286524368633459
14,2007,13,f,Argentina,347321,3.7429352097915185
