age,year,Dx,sex,country,Nx,Mx
70,1995,24,m,Argentina,85794,27.97398419469893
71,1995,23,m,Argentina,80454,28.58776443682104
72,1995,23,m,Argentina,74933,30.694086717467606
73,1995,22,m,Argentina,69299,31.74648984833836
74,1995,22,m,Argentina,63777,34.49519419226367
75,1995,21,m,Argentina,58453,35.92629976220211
76,1995,20,m,Argentina,53150,37.62935089369709
77,1995,19,m,Argentina,48056,39.537206592308976
78,1995,17,m,Argentina,43336,39.228355178142884
79,1995,16,m,Argentina,38638,41.410010870127856
80,1995,14,m,Argentina,33711,41.52947109252173
81,1995,13,m,Argentina,28863,45.04036309461941
82,1995,12,m,Argentina,24370,49.24086992203529
83,1995,11,m,Argentina,20244,54.33708753210828
84,1995,11,m,Argentina,16586,66.32099360906788
85,1995,12,m,Argentina,13446,89.2458723784025
86,1995,13,m,Argentina,10778,120.61606977175728
87,1995,11,m,Argentina,8517,129.15345779030176
88,1995,7,m,Argentina,6619,105.75615651911164
89,1995,2,m,Argentina,5044,39.65107057890563
90,1995,0,m,Argentina,3760,0
0,1996,0,m,Argentina,366640,0
1,1996,0,m,Argentina,369136,0
2,1996,0,m,Argentina,368952,0
3,1996,0,m,Argentina,365911,0
4,1996,0,m,Argentina,363018,0
5,1996,0,m,Argentina,360399,0
6,1996,0,m,Argentina,355695,0
7,1996,0,m,Argentina,351268,0
8,1996,0,m,Argentina,347245,0
9,1996,0,m,Argentina,343019,0
10,1996,1,m,Argentina,339942,0.29416782862958973
11,1996,1,m,Argentina,338372,0.2955327272942206
12,1996,3,m,Argentina,337462,0.8889889824632107
13,1996,5,m,Argentina,336674,1.4851161657864878
14,1996,9,m,Argentina,337260,2.668564312399929
15,1996,14,m,Argentina,337626,4.146600084116745
16,1996,19,m,Argentina,337252,5.633769406853036
17,1996,25,m,Argentina,335354,7.454808948156277
18,1996,30,m,Argentina,330903,9.066100941967887
19,1996,34,m,Argentina,322888,10.529967047397239
20,1996,36,m,Argentina,312694,11.512852820968742
21,1996,36,m,Argentina,302629,11.895753546421526
22,1996,36,m,Argentina,292072,12.325727902708921
23,1996,34,m,Argentina,281659,12.07133448602743
24,1996,32,m,Argentina,272960,11.723329425556859
25,1996,29,m,Argentina,264649,10.957910288722044
26,1996,27,m,Argentina,257168.99999999997,10.498932608518135
27,1996,25,m,Argentina,250805,9.967903351209106
28,1996,24,m,Argentina,244746,9.806084675541173
29,1996,23,m,Argentina,239804,9.591166118997181
30,1996,22,m,Argentina,237534,9.261831990367694
31,1996,22,m,Argentina,238427,9.227142899084416
32,1996,22,m,Argentina,239127,9.200132147352662
33,1996,22,m,Argentina,237966,9.245018195876721
34,1996,22,m,Argentina,235473,9.342897062508229
35,1996,22,m,Argentina,233073,9.439102770376664
36,1996,23,m,Argentina,231146,9.950420946068718
37,1996,23,m,Argentina,227178,10.124219774802137
38,1996,23,m,Argentina,224357,10.251518784793877
39,1996,24,m,Argentina,223345,10.745707313797041
40,1996,24,m,Argentina,220715,10.8737512176336
41,1996,24,m,Argentina,217577,11.030577680545278
42,1996,25,m,Argentina,214710,11.643612314284384
43,1996,25,m,Argentina,211548,11.817648949647362
44,1996,26,m,Argentina,207655,12.520767619368664
45,1996,27,m,Argentina,203208,13.286878469351601
46,1996,27,m,Argentina,198259,13.618549473163892
47,1996,28,m,Argentina,194288,14.411595157704028
48,1996,28,m,Argentina,190351,14.709667929246498
49,1996,28,m,Argentina,184519,15.174589066708577
50,1996,28,m,Argentina,178084,15.722917274993824
51,1996,28,m,Argentina,171809,16.297167203115087
52,1996,28,m,Argentina,165719,16.89607106004743
53,1996,27,m,Argentina,159868,16.888933370030276
54,1996,27,m,Argentina,154248,17.504278823712465
55,1996,27,m,Argentina,148864,18.137360275150474
56,1996,27,m,Argentina,143740,18.78391540281063
57,1996,27,m,Argentina,138882,19.440964271827884
58,1996,27,m,Argentina,134628,20.05526339245922
59,1996,28,m,Argentina,131120,21.354484441732765
60,1996,28,m,Argentina,127910,21.89039168165116
61,1996,29,m,Argentina,124499,23.29335978602238
62,1996,29,m,Argentina,120931,23.98061704608413
63,1996,29,m,Argentina,117377,24.706714262589774
64,1996,29,m,Argentina,113723,25.500558374295437
65,1996,28,m,Argentina,109956,25.46473134708429
66,1996,27,m,Argentina,106150,25.435704192180875
67,1996,26,m,Argentina,102320,25.41047693510555
68,1996,26,m,Argentina,98024,26.524116542887455
69,1996,25,m,Argentina,92981,26.88721351673998
70,1996,24,m,Argentina,87495,27.430138865078003
71,1996,24,m,Argentina,82025,29.25937214263944
72,1996,23,m,Argentina,76653,30.005348779565054
73,1996,23,m,Argentina,71146,32.32788912939589
74,1996,22,m,Argentina,65569,33.55244094007839
75,1996,22,m,Argentina,60120,36.593479707252165
76,1996,21,m,Argentina,54852,38.28483920367535
77,1996,19,m,Argentina,49587,38.31649424244257
78,1996,18,m,Argentina,44501,40.44852924653379
79,1996,16,m,Argentina,39755,40.246509872971956
80,1996,14,m,Argentina,35053,39.93952015519356
81,1996,13,m,Argentina,30252,42.97236546344043
82,1996,12,m,Argentina,25651,46.78180187906904
83,1996,11,m,Argentina,21448,51.286833271167474
84,1996,11,m,Argentina,17639,62.3618118940983
85,1996,12,m,Argentina,14300,83.91608391608392
86,1996,13,m,Argentina,11465,113.388573920628
87,1996,11,m,Argentina,9082,121.11869632239595
88,1996,6,m,Argentina,7085,84.68595624558927
89,1996,2,m,Argentina,5431,36.82563063892469
90,1996,0,m,Argentina,4078.9999999999995,0
0,1997,0,m,Argentina,362454,0
1,1997,0,m,Argentina,365349,0
2,1997,0,m,Argentina,368650,0
3,1997,0,m,Argentina,368566,0
4,1997,0,m,Argentina,365601,0
5,1997,0,m,Argentina,362798,0
6,1997,0,m,Argentina,360211,0
7,1997,0,m,Argentina,355549,0
8,1997,0,m,Argentina,351162,0
9,1997,0,m,Argentina,347161,0
10,1997,0,m,Argentina,342909,0
11,1997,1,m,Argentina,339782,0.2943063493651812
12,1997,3,m,Argentina,338152,0.88717499822565
13,1997,5,m,Argentina,337207,1.4827687444210826
14,1997,9,m,Argentina,336368,2.675640964657756
15,1997,15,m,Argentina,336901,4.452346535035515
16,1997,21,m,Argentina,337192,6.227905762888799
17,1997,28,m,Argentina,336735,8.315143955929736
18,1997,33,m,Argentina,334759,9.85783802675955
19,1997,37,m,Argentina,330259,11.203328296882145
20,1997,39,m,Argentina,322214,12.10375713035436
21,1997,40,m,Argentina,312010,12.820101919810263
22,1997,39,m,Argentina,301952,12.915960152607036
23,1997,37,m,Argentina,291397,12.697453988888013
24,1997,34,m,Argentina,280983,12.100376179341811
25,1997,32,m,Argentina,272274,11.752866597618576
26,1997,29,m,Argentina,263954,10.98676284504118
27,1997,27,m,Argentina,256480.00000000003,10.527136618839675
28,1997,25,m,Argentina,250114,9.995442078412244
29,1997,24,m,Argentina,244059,9.833687755829533
30,1997,23,m,Argentina,239124,9.618440641675448
31,1997,22,m,Argentina,236858,9.288265543067999
32,1997,22,m,Argentina,237756,9.253183936472686
33,1997,22,m,Argentina,238462,9.22578859524788
34,1997,22,m,Argentina,237299,9.271004091884079
35,1997,22,m,Argentina,234793,9.36995566307343
36,1997,23,m,Argentina,232369,9.898050084133425
37,1997,23,m,Argentina,230411,9.98216230995916
38,1997,23,m,Argentina,226415,10.158337565973985
39,1997,24,m,Argentina,223561,10.735325034330675
40,1997,24,m,Argentina,222506,10.786225989411522
41,1997,25,m,Argentina,219827,11.3725793464861
42,1997,25,m,Argentina,216637,11.540041636470225
43,1997,26,m,Argentina,213707,12.166190157552162
44,1997,27,m,Argentina,210477,12.828004960161918
45,1997,27,m,Argentina,206518,13.07392091730503
46,1997,28,m,Argentina,201994,13.861797875184411
47,1997,29,m,Argentina,196969,14.723129020302688
48,1997,29,m,Argentina,192910,15.03291690425587
49,1997,29,m,Argentina,188880,15.353663701821262
50,1997,29,m,Argentina,182970,15.849592829425589
51,1997,29,m,Argentina,176463,16.43403999705321
52,1997,29,m,Argentina,170118,17.046990912190363
53,1997,28,m,Argentina,163954,17.07796089146956
54,1997,28,m,Argentina,158028,17.71837902143924
55,1997,28,m,Argentina,152331,18.38102552993153
56,1997,28,m,Argentina,146863,19.06538746995499
57,1997,28,m,Argentina,141653,19.76661277911516
58,1997,28,m,Argentina,136705,20.482059910025235
59,1997,28,m,Argentina,132352,21.155705996131527
60,1997,29,m,Argentina,128729.99999999999,22.52777130428028
61,1997,29,m,Argentina,125394,23.127103370177203
62,1997,29,m,Argentina,121851,23.799558477156527
63,1997,29,m,Argentina,118150,24.545069826491748
64,1997,29,m,Argentina,114453,25.337911631848883
65,1997,28,m,Argentina,110647,25.30570191690692
66,1997,27,m,Argentina,106725,25.298664792691497
67,1997,27,m,Argentina,102764,26.273792378654004
68,1997,26,m,Argentina,98784,26.320051830255913
69,1997,25,m,Argentina,94365,26.492873417050813
70,1997,24,m,Argentina,89240,26.89376961004034
71,1997,24,m,Argentina,83704,28.672464876230528
72,1997,24,m,Argentina,78210,30.68661296509398
73,1997,23,m,Argentina,72829,31.580826319186038
74,1997,23,m,Argentina,67346,34.15199120957443
75,1997,22,m,Argentina,61814,35.59064289643123
76,1997,21,m,Argentina,56410,37.22744194291792
77,1997,20,m,Argentina,51182,39.07623773983041
78,1997,18,m,Argentina,45967,39.158526769203995
79,1997,16,m,Argentina,40932,39.08922114726864
80,1997,15,m,Argentina,36239,41.39187063660697
81,1997,13,m,Argentina,31658,41.06387011182008
82,1997,12,m,Argentina,27079,44.314782672919975
83,1997,11,m,Argentina,22748,48.355899419729205
84,1997,11,m,Argentina,18836,58.398810787853044
85,1997,12,m,Argentina,15332,78.26767545003914
86,1997,13,m,Argentina,12294,105.74263868553766
87,1997,11,m,Argentina,9741,112.92475105225336
88,1997,6,m,Argentina,7619,78.7504921905762
89,1997,2,m,Argentina,5864,34.106412005457024
90,1997,0,m,Argentina,4431,0
0,1998,0,m,Argentina,360678,0
1,1998,0,m,Argentina,361236,0
2,1998,0,m,Argentina,364894,0
3,1998,0,m,Argentina,368274,0
4,1998,0,m,Argentina,368255,0
5,1998,0,m,Argentina,365375,0
6,1998,0,m,Argentina,362603,0
7,1998,0,m,Argentina,360058,0
8,1998,0,m,Argentina,355438,0
9,1998,0,m,Argentina,351075,0
10,1998,0,m,Argentina,347050,0
11,1998,1,m,Argentina,342750,0.29175784099197666
12,1998,3,m,Argentina,339565,0.8834832800789245
13,1998,5,m,Argentina,337899,1.4797321092989326
14,1998,10,m,Argentina,336904,2.9682045924061455
15,1998,16,m,Argentina,336009,4.761777214300808
16,1998,23,m,Argentina,336463,6.835818500102537
17,1998,31,m,Argentina,336663,9.208021077457278
18,1998,37,m,Argentina,336120,11.007973342853743
19,1998,41,m,Argentina,334091,12.272105504188978
20,1998,43,m,Argentina,329559,13.047739554981051
21,1998,44,m,Argentina,321509,13.68546448155417
22,1998,43,m,Argentina,311320,13.812154696132596
23,1998,40,m,Argentina,301269,13.277170900424538
24,1998,37,m,Argentina,290719,12.72706634241312
25,1998,34,m,Argentina,280299,12.12990413808112
26,1998,31,m,Argentina,271582,11.414600378522877
27,1998,29,m,Argentina,263267,11.015433001477588
28,1998,27,m,Argentina,255791,10.555492570106063
29,1998,25,m,Argentina,249427,10.022972653321412
30,1998,24,m,Argentina,243379,9.861163042004446
31,1998,23,m,Argentina,238452,9.645547112207069
32,1998,23,m,Argentina,236198,9.737593036350859
33,1998,23,m,Argentina,237106,9.700302818148845
34,1998,23,m,Argentina,237809,9.671627230256213
35,1998,23,m,Argentina,236636,9.719569296303183
36,1998,23,m,Argentina,234110,9.8244415018581
37,1998,23,m,Argentina,231660,9.928343261676595
38,1998,24,m,Argentina,229671,10.4497302663375
39,1998,24,m,Argentina,225643,10.636270568996158
40,1998,25,m,Argentina,222749,11.223394942289303
41,1998,25,m,Argentina,221633,11.279908677859344
42,1998,26,m,Argentina,218894,11.87789523696401
43,1998,27,m,Argentina,215637,12.52104230721073
44,1998,27,m,Argentina,212636,12.697755789236066
45,1998,28,m,Argentina,209335,13.375689683999331
46,1998,29,m,Argentina,205301,14.125600946902352
47,1998,29,m,Argentina,200700,14.449427005480818
48,1998,30,m,Argentina,195596,15.337736968036156
49,1998,30,m,Argentina,191450,15.669887699138156
50,1998,30,m,Argentina,187332,16.01434885657549
51,1998,30,m,Argentina,181345,16.543053296203368
52,1998,29,m,Argentina,174767,16.59352166026767
53,1998,29,m,Argentina,168344,17.226631183766575
54,1998,29,m,Argentina,162100,17.890191239975323
55,1998,29,m,Argentina,156090,18.579024921519636
56,1998,28,m,Argentina,150305,18.628788130800704
57,1998,28,m,Argentina,144751,19.34356239335134
58,1998,29,m,Argentina,139460,20.794493044600603
59,1998,29,m,Argentina,134431,21.572405174401737
60,1998,29,m,Argentina,129990.00000000001,22.309408416032
61,1998,29,m,Argentina,126260,22.968477744337083
62,1998,29,m,Argentina,122798,23.616019804882814
63,1998,29,m,Argentina,119121,24.344993745855056
64,1998,29,m,Argentina,115267,25.158978718974208
65,1998,28,m,Argentina,111400,25.134649910233392
66,1998,28,m,Argentina,107417,26.06663749685804
67,1998,27,m,Argentina,103322,26.131898337236986
68,1998,26,m,Argentina,99201,26.209413211560367
69,1998,25,m,Argentina,95082,26.293094381691592
70,1998,25,m,Argentina,90555,27.607531334548064
71,1998,24,m,Argentina,85367,28.113908184661522
72,1998,24,m,Argentina,79803,30.074057366264427
73,1998,24,m,Argentina,74291,32.30539365468226
74,1998,23,m,Argentina,68903,33.380259204969306
75,1998,23,m,Argentina,63430,36.26044458458143
76,1998,22,m,Argentina,57920,37.98342541436464
77,1998,20,m,Argentina,52547,38.061164291015665
78,1998,19,m,Argentina,47359,40.11909035241454
79,1998,17,m,Argentina,42212,40.27290817776935
80,1998,15,m,Argentina,37270,40.24684733029246
81,1998,13,m,Argentina,32703.000000000004,39.751704736568506
82,1998,12,m,Argentina,28314,42.38186056367874
83,1998,12,m,Argentina,23993,50.01458758804652
84,1998,11,m,Argentina,19958,55.115743060426894
85,1998,12,m,Argentina,16354,73.37654396477926
86,1998,13,m,Argentina,13164,98.75417806137952
87,1998,11,m,Argentina,10430,105.46500479386386
88,1998,6,m,Argentina,8159.000000000001,73.53842382644932
89,1998,2,m,Argentina,6295,31.771247021445593
90,1998,0,m,Argentina,4774,0
0,1999,0,m,Argentina,362365,0
1,1999,0,m,Argentina,359502,0
2,1999,0,m,Argentina,360805,0
3,1999,0,m,Argentina,364533,0
4,1999,0,m,Argentina,367969,0
5,1999,0,m,Argentina,368031,0
6,1999,0,m,Argentina,365182,0
7,1999,0,m,Argentina,362450,0
8,1999,0,m,Argentina,359946,0
9,1999,0,m,Argentina,355350,0
10,1999,0,m,Argentina,350964,0
11,1999,1,m,Argentina,346890,0.2882758223067831
12,1999,3,m,Argentina,342534,0.875825465501235
13,1999,6,m,Argentina,339313,1.7682788457854548
14,1999,11,m,Argentina,337599,3.258303490235457
15,1999,18,m,Argentina,336548,5.3484198390719895
16,1999,26,m,Argentina,335577,7.747849226854045
17,1999,34,m,Argentina,335940,10.120854914568078
18,1999,41,m,Argentina,336053,12.200456475615454
19,1999,46,m,Argentina,335453,13.712800302874024
20,1999,48,m,Argentina,333387,14.397681973202314
21,1999,48,m,Argentina,328843,14.596631219153213
22,1999,47,m,Argentina,320803,14.650735809827214
23,1999,44,m,Argentina,310625,14.164989939637827
24,1999,41,m,Argentina,300582,13.640204669607629
25,1999,38,m,Argentina,290033,13.101957363472433
26,1999,35,m,Argentina,279613,12.517300697750105
27,1999,32,m,Argentina,270906,11.812215307154512
28,1999,29,m,Argentina,262591,11.04379053356741
29,1999,28,m,Argentina,255118,10.975313384394672
30,1999,26,m,Argentina,248757,10.451967180823052
31,1999,25,m,Argentina,242715,10.300146262076922
32,1999,24,m,Argentina,237802,10.09242983658674
33,1999,24,m,Argentina,235560,10.188487009679063
34,1999,24,m,Argentina,236464,10.149536504499627
35,1999,24,m,Argentina,237154,10.120006409337392
36,1999,24,m,Argentina,235960,10.171215460247499
37,1999,24,m,Argentina,233411,10.282291751459871
38,1999,24,m,Argentina,230930,10.392759710734854
39,1999,25,m,Argentina,228905,10.921561346410083
40,1999,25,m,Argentina,224839,11.119067421577217
41,1999,26,m,Argentina,221888,11.717623305451399
42,1999,27,m,Argentina,220708,12.233358102107763
43,1999,27,m,Argentina,217902,12.390891318115482
44,1999,28,m,Argentina,214577,13.048928822753604
45,1999,29,m,Argentina,211510,13.710935653160607
46,1999,29,m,Argentina,208135,13.93326446777332
47,1999,30,m,Argentina,204023,14.70422452370566
48,1999,30,m,Argentina,199343,15.049437401865127
49,1999,30,m,Argentina,194155,15.451572197471092
50,1999,30,m,Argentina,189916,15.796457381157985
51,1999,30,m,Argentina,185702,16.15491486359867
52,1999,30,m,Argentina,179630,16.700996492790736
53,1999,30,m,Argentina,172971,17.34394782940493
54,1999,30,m,Argentina,166470,18.021265092809514
55,1999,29,m,Argentina,160146,18.108476015635734
56,1999,29,m,Argentina,154054,18.824568008620354
57,1999,29,m,Argentina,148188,19.569735741085648
58,1999,29,m,Argentina,142553,20.3433109089251
59,1999,30,m,Argentina,137175,21.869874248223073
60,1999,30,m,Argentina,132057,22.717462913741794
61,1999,30,m,Argentina,127510,23.527566465375266
62,1999,30,m,Argentina,123653,24.26144129135565
63,1999,30,m,Argentina,120053,24.988963207916502
64,1999,29,m,Argentina,116229,24.950743790276093
65,1999,28,m,Argentina,112224,24.9500998003992
66,1999,28,m,Argentina,108197,25.87872122147564
67,1999,27,m,Argentina,104055,25.94781605881505
68,1999,26,m,Argentina,99808,26.050016030779094
69,1999,25,m,Argentina,95546,26.16540723839826
70,1999,25,m,Argentina,91292,27.38465582964553
71,1999,24,m,Argentina,86656,27.695716395864107
72,1999,24,m,Argentina,81402,29.4833050784993
73,1999,24,m,Argentina,75808,31.658927817644575
74,1999,24,m,Argentina,70285,34.14668848260653
75,1999,23,m,Argentina,64894.00000000001,35.44241378247603
76,1999,22,m,Argentina,59428,37.01958672679545
77,1999,21,m,Argentina,53938,38.933590418628796
78,1999,19,m,Argentina,48589,39.103500792360414
79,1999,17,m,Argentina,43434,39.139844361560066
80,1999,15,m,Argentina,38359,39.10425193566047
81,1999,14,m,Argentina,33551,41.727519298977676
82,1999,13,m,Argentina,29171,44.56480751431216
83,1999,12,m,Argentina,25019,47.96354770374516
84,1999,12,m,Argentina,20993,57.16191111322822
85,1999,12,m,Argentina,17282,69.43640782316861
86,1999,13,m,Argentina,14005,92.82399143163155
87,1999,11,m,Argentina,11139,98.75213214830775
88,1999,6,m,Argentina,8715,68.84681583476764
89,1999,2,m,Argentina,6724,29.7441998810232
90,1999,0,m,Argentina,5112,0
0,2000,0,m,Argentina,363188,0
1,2000,0,m,Argentina,361199,0
2,2000,0,m,Argentina,359077,0
3,2000,0,m,Argentina,360452,0
4,2000,0,m,Argentina,364236,0
5,2000,0,m,Argentina,367754,0
6,2000,0,m,Argentina,367844,0
7,2000,0,m,Argentina,365034,0
8,2000,0,m,Argentina,362344,0
9,2000,0,m,Argentina,359861,0
10,2000,1,m,Argentina,355239,0.2815006235238811
11,2000,1,m,Argentina,350801,0.2850619011918438
12,2000,3,m,Argentina,346668,0.86538128699505
13,2000,6,m,Argentina,342274,1.7529815294179516
14,2000,12,m,Argentina,339006,3.5397603582237482
15,2000,20,m,Argentina,337238,5.930529774224731
16,2000,29,m,Argentina,336111,8.628102025818851
17,2000,38,m,Argentina,335051,11.341556957000575
18,2000,45,m,Argentina,335328,13.419696535929
19,2000,50,m,Argentina,335382,14.908373138689614
20,2000,52,m,Argentina,334740,15.534444643603992
21,2000,53,m,Argentina,332654,15.932470374623483
22,2000,51,m,Argentina,328115,15.54333084436859
23,2000,49,m,Argentina,320085,15.308433697299154
24,2000,46,m,Argentina,309918,14.842635793984215
25,2000,42,m,Argentina,299880,14.005602240896359
26,2000,39,m,Argentina,289336,13.479138441120359
27,2000,35,m,Argentina,278933,12.547816142227703
28,2000,33,m,Argentina,270231,12.21177437081608
29,2000,30,m,Argentina,261921,11.453835316755816
30,2000,29,m,Argentina,254452,11.397041485231005
31,2000,27,m,Argentina,248095,10.882927910679378
32,2000,26,m,Argentina,242065,10.74091669592878
33,2000,25,m,Argentina,237165,10.541184407480024
34,2000,25,m,Argentina,234924,10.641739456164547
35,2000,25,m,Argentina,235812,10.601665733720083
36,2000,25,m,Argentina,236476,10.571897359562916
37,2000,25,m,Argentina,235254,10.626811871424078
38,2000,25,m,Argentina,232675,10.744600838078865
39,2000,25,m,Argentina,230161,10.861961844100435
40,2000,26,m,Argentina,228092,11.398909212072322
41,2000,27,m,Argentina,223976,12.054863021037969
42,2000,27,m,Argentina,220969,12.218908534681335
43,2000,28,m,Argentina,219720,12.743491716730384
44,2000,28,m,Argentina,216849,12.912210801064335
45,2000,29,m,Argentina,213462,13.585556211409994
46,2000,30,m,Argentina,210320,14.263978699125143
47,2000,30,m,Argentina,206865,14.502211587267059
48,2000,30,m,Argentina,202668,14.802534193853988
49,2000,31,m,Argentina,197897,15.664714472680233
50,2000,31,m,Argentina,192618,16.094030672107486
51,2000,31,m,Argentina,188275,16.46527685566326
52,2000,31,m,Argentina,183958,16.85167266441253
53,2000,30,m,Argentina,177799,16.87298578732164
54,2000,30,m,Argentina,171065,17.53719346447257
55,2000,30,m,Argentina,164489,18.23830164935041
56,2000,30,m,Argentina,158090,18.976532354987665
57,2000,30,m,Argentina,151921,19.747105403466275
58,2000,30,m,Argentina,145970,20.55216825375077
59,2000,30,m,Argentina,140243,21.391441997105026
60,2000,30,m,Argentina,134765,22.260972804511557
61,2000,30,m,Argentina,129538.00000000001,23.15922740817366
62,2000,30,m,Argentina,124873,24.02440879934013
63,2000,30,m,Argentina,120890,24.815948382827365
64,2000,29,m,Argentina,117159,24.752686520028337
65,2000,28,m,Argentina,113209,24.73301592629561
66,2000,27,m,Argentina,109075,24.753609901443962
67,2000,27,m,Argentina,104914,25.735364203061554
68,2000,26,m,Argentina,100632,25.8367119802846
69,2000,25,m,Argentina,96243,25.975915131490083
70,2000,25,m,Argentina,91833,27.223329304280597
71,2000,24,m,Argentina,87430,27.450531854054674
72,2000,24,m,Argentina,82677,29.0286294858304
73,2000,24,m,Argentina,77356,31.025389110088422
74,2000,24,m,Argentina,71746,33.451342235107184
75,2000,23,m,Argentina,66228,34.72851361961708
76,2000,23,m,Argentina,60846,37.80034842060283
77,2000,21,m,Argentina,55401,37.90545297016299
78,2000,20,m,Argentina,49938,40.04966158035965
79,2000,18,m,Argentina,44619,40.34155852887783
80,2000,16,m,Argentina,39515,40.49095280273314
81,2000,14,m,Argentina,34568,40.499884286044896
82,2000,13,m,Argentina,29960,43.39118825100134
83,2000,12,m,Argentina,25806,46.500813764240874
84,2000,12,m,Argentina,21917,54.752018980699916
85,2000,13,m,Argentina,18201,71.42464699741772
86,2000,13,m,Argentina,14819,87.72521762602065
87,2000,12,m,Argentina,11867,101.12075503497093
88,2000,7,m,Argentina,9320,75.10729613733906
89,2000,2,m,Argentina,7193,27.804810232170166
90,2000,0,m,Argentina,5470,0
0,2001,0,m,Argentina,360767,0
1,2001,0,m,Argentina,362034,0
2,2001,0,m,Argentina,360779,0
3,2001,0,m,Argentina,358728,0
4,2001,0,m,Argentina,360158,0
5,2001,0,m,Argentina,364022,0
6,2001,0,m,Argentina,367565,0
7,2001,0,m,Argentina,367695,0
8,2001,0,m,Argentina,364928,0
9,2001,0,m,Argentina,362261,0
10,2001,1,m,Argentina,359750,0.27797081306462823
11,2001,2,m,Argentina,355074,0.5632628691484028
12,2001,4,m,Argentina,350571,1.1409956898887814
13,2001,7,m,Argentina,346399,2.020791053091955
14,2001,14,m,Argentina,341955,4.094105949613253
15,2001,22,m,Argentina,338630,6.496766382187047
16,2001,32,m,Argentina,336780,9.50175188550389
17,2001,42,m,Argentina,335556,12.516539713192433
18,2001,50,m,Argentina,334402,14.952063683829643
19,2001,55,m,Argentina,334613,16.4368987457152
20,2001,57,m,Argentina,334621,17.0341968973854
21,2001,57,m,Argentina,333959,17.06796343263694
22,2001,56,m,Argentina,331880,16.873568759792697
23,2001,54,m,Argentina,327353,16.495953909082857
24,2001,50,m,Argentina,319337,15.657440259036692
25,2001,47,m,Argentina,309183,15.201353243871752
26,2001,43,m,Argentina,299156,14.373771543943628
27,2001,40,m,Argentina,288634,13.858381202491737
28,2001,36,m,Argentina,278240,12.938470385278896
29,2001,34,m,Argentina,269541,12.614036454565353
30,2001,32,m,Argentina,261231,12.249694714639533
31,2001,30,m,Argentina,253764,11.822007849813213
32,2001,28,m,Argentina,247417,11.316926484437206
33,2001,27,m,Argentina,241400,11.184755592377796
34,2001,26,m,Argentina,236505,10.993425086150399
35,2001,26,m,Argentina,234255,11.099016029540458
36,2001,26,m,Argentina,235118,11.058277120424638
37,2001,26,m,Argentina,235752,11.028538464148767
38,2001,26,m,Argentina,234501,11.087372761736624
39,2001,26,m,Argentina,231893,11.212067634641839
40,2001,27,m,Argentina,229340,11.772913578093661
41,2001,27,m,Argentina,227219,11.88280909607031
42,2001,28,m,Argentina,223052,12.553126625181571
43,2001,28,m,Argentina,219983,12.728256274348473
44,2001,29,m,Argentina,218665,13.262296206525964
45,2001,29,m,Argentina,215729,13.442791650635751
46,2001,30,m,Argentina,212268,14.133077053536097
47,2001,30,m,Argentina,209046,14.35090841250251
48,2001,31,m,Argentina,205502,15.085011338089167
49,2001,31,m,Argentina,201210,15.4067889269917
50,2001,31,m,Argentina,196344,15.7886158986269
51,2001,31,m,Argentina,190969,16.233001167728794
52,2001,31,m,Argentina,186526,16.619666963318785
53,2001,31,m,Argentina,182107,17.02295902958151
54,2001,31,m,Argentina,175865,17.627157194438915
55,2001,31,m,Argentina,169058,18.336902128263674
56,2001,31,m,Argentina,162406,19.087964730367105
57,2001,31,m,Argentina,155930,19.880715705765407
58,2001,31,m,Argentina,149679,20.71098818137481
59,2001,31,m,Argentina,143640,21.5817321080479
60,2001,30,m,Argentina,137817,21.767996691264504
61,2001,30,m,Argentina,132238,22.686368517370195
62,2001,30,m,Argentina,126907,23.63935795503794
63,2001,29,m,Argentina,122135,23.744217464281327
64,2001,29,m,Argentina,118031,24.569816404165007
65,2001,28,m,Argentina,114172,24.524401779770873
66,2001,27,m,Argentina,110092,24.524942775133525
67,2001,26,m,Argentina,105826,24.568631527223932
68,2001,26,m,Argentina,101522,25.61021256476429
69,2001,25,m,Argentina,97095,25.74797878366548
70,2001,25,m,Argentina,92555,27.010966452379666
71,2001,24,m,Argentina,87990,27.27582679849983
72,2001,24,m,Argentina,83439,28.763527846690398
73,2001,24,m,Argentina,78568,30.54678749618165
74,2001,24,m,Argentina,73187,32.792709087679505
75,2001,24,m,Argentina,67561,35.523452879619896
76,2001,23,m,Argentina,62042,37.07166113278102
77,2001,22,m,Argentina,56669,38.8219308616704
78,2001,20,m,Argentina,51257,39.01906081120627
79,2001,18,m,Argentina,45855,39.25417075564279
80,2001,16,m,Argentina,40628,39.38170719700699
81,2001,15,m,Argentina,35662,42.0615781504122
82,2001,14,m,Argentina,30918,45.28106604566919
83,2001,13,m,Argentina,26549,48.96606275189273
84,2001,13,m,Argentina,22648,57.40021193924408
85,2001,13,m,Argentina,19040,68.27731092436974
86,2001,14,m,Argentina,15642,89.50262114819077
87,2001,12,m,Argentina,12589,95.32131225673207
88,2001,7,m,Argentina,9956,70.30936118923262
89,2001,2,m,Argentina,7713,25.930247633864905
90,2001,0,m,Argentina,5865,0
0,2002,0,m,Argentina,358895,0
1,2002,0,m,Argentina,359650,0
2,2002,0,m,Argentina,361610,0
3,2002,0,m,Argentina,360433,0
4,2002,0,m,Argentina,358444,0
5,2002,0,m,Argentina,359940,0
6,2002,0,m,Argentina,363835,0
7,2002,0,m,Argentina,367411,0
